Cod Empresa;Cod Item;Descricao;Qtde;C Cst Ctbil;F Cst For;Cst Cbil For;Pven Ic;Pven For;M1;M2;M3;M4;M5;M6;Curva;Ultima Compra;Ultima Venda;Pedido;Curva Portal;Locacao;Nome Fornecedor;Possui Pis;Possui Cofins;Status;Forn;Aplicacao
9;52156268;ESPELHO RETROVISOR EXTERNO DIR;4;207,67;213,96;213,96;634,57;634,57;2;3;1;1;2;2;A;13/07/2026;24/07/2026;COPA47;A;154BB1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2013 A 2021, PRISMA - 2013 A 2021
9;52156269;ESPELHO RETROVISOR EXTERNO ESQ;3;233,64;240,71;240,71;679,97;679,97;1;1;1;1;0;2;A;13/07/2026;28/07/2026;COPA47;A;153AB1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2013 A 2019, PRISMA B - 2013 A 2019
9;52156270;ESPELHO RETROVISOR EXTERNO DIR;1;250,84;213,35;278,07;648,93;648,93;3;0;1;2;2;0;A;13/07/2026;31/07/2026;COPA47;A;145ZB1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2013 A 2021, PRISMA - 2013 A 2021
9;52156300;MOLDURA ACABAMENTO ESPELHO LADO ESQ;16;36,93;37,23;36,93;94,97;94,97;7;9;7;11;1;9;A;31/07/2026;29/07/2026;JLL24;A;112BA2;GM - Brasil;Não;Não;Ativo;1;ONIX - 2013 A 2021, PRISMA - 2013 A 2021
9;52156301;APLIQUE DIANTEIRO;18;37,21;37,23;44,94;94,97;94,97;6;6;10;13;3;7;A;26/06/2026;28/07/2026;COPA37;A;107SK1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2013 A 2019, PRISMA B - 2013 A 2019
9;52156545;MOLDURA PARA-LAMA DIANT LE;3;45,08;45,08;45,08;115,00;115,00;0;3;0;1;1;1;A;27/07/2026;03/07/2026;JLL24;A;106PH1;GM - Brasil;Não;Não;Ativo;1;
9;52156546;APLIQUE PARA CARROCA;1;45,37;63,21;61,25;120,52;120,52;0;0;1;0;0;0;C;28/04/2026;19/06/2026;ABRR28;C;105AH1;GM - Brasil;Não;Não;Ativo;1;
9;52156667;DEFLETOR-AR CTR;2;119,86;139,89;139,89;269,85;269,85;1;3;1;0;3;0;A;08/07/2026;21/07/2026;CVA160;A;161PB1;GM - Brasil;Não;Não;Ativo;1;
9;52156853;GUIA PARA-CHOQUE DIANT ESQ;8;17,72;17,82;23,00;40,02;40,02;0;1;3;5;3;2;A;08/07/2026;10/06/2026;CVA160;A;112BC1;GM - Brasil;Não;Não;Ativo;1;
9;52156854;GUIA PARA-CHOQUE DIANT DIR;8;17,67;17,72;23,72;39,79;39,79;1;3;2;5;2;1;A;13/07/2026;10/07/2026;CVA160;A;111QH1;GM - Brasil;Não;Não;Ativo;1;
9;52157119;EMBLEMA GRAVATA CHEVROLET;1;160,39;165,60;165,60;317,90;317,90;0;0;0;0;0;1;D;28/01/2026;30/03/2026;ADEZ02;D;108CG1;GM - Brasil;Sim;Sim;Ativo;1;PRISMA - 2019 A 2021
9;52157325;TAPETE;1;112,45;104,45;140,64;260,90;260,90;0;1;0;1;1;1;B;06/05/2026;14/07/2026;TPT182;B;147AD1;GM - Brasil;Não;Não;Ativo;1;
9;52157505;PARA-LAMA DIANTEIRO ESQUERDO;7;432,85;446,03;577,33;1.151,18;1.151,18;0;2;0;3;2;0;A;13/07/2026;10/06/2026;MAL25;A;800DA1;GM - Brasil;Não;Não;Ativo;1;
9;52157506;PARA-LAMA DIANTEIRO DIREITO;1;362,17;362,17;362,17;968,11;968,11;0;0;0;0;1;1;C;18/06/2026;10/03/2026;COPA02;C;900BB1;GM - Brasil;Não;Não;Ativo;1;
9;52157508;PARA-LAMA DIANTEIRO;1;338,63;338,63;555,15;905,19;905,19;0;1;0;0;0;0;C;24/07/2026;24/06/2026;RA0683;C;800CB1;GM - Brasil;Não;Não;Ativo;1;SPIN ACTIV LD
9;52157509;PARA-LAMA DIANTEIRO ESQUERDO;1;335,97;328,57;426,76;878,30;878,30;1;3;1;2;1;1;A;07/07/2026;10/07/2026;COPA47;A;700AB1;GM - Brasil;Não;Não;Ativo;1;COM FURO 52157509
9;52157510;PARA-LAMA DIANTEIRO DIREITO;6;365,57;370,17;486,43;989,49;989,49;1;1;2;2;1;0;A;09/07/2026;10/07/2026;COPA55;A;900CB;GM - Brasil;Não;Não;Ativo;1;
9;52157511;PARA-LAMA DIANTEIRO ESQUERDO;1;320,93;430,23;443,90;857,85;857,85;0;1;0;1;1;0;B;16/07/2026;10/06/2026;COPA40;B;800BB1;GM - Brasil;Não;Não;Ativo;1;
9;52157512;PARA-LAMA DIANTEIRO DIREITO;1;373,35;373,35;373,35;997,99;997,99;1;0;0;0;1;0;C;05/05/2026;29/07/2026;ABRR01;C;900HB;GM - Brasil;Não;Não;Ativo;1;52133577 sem furo
9;52157560;PARA-CHOQUE TRASEIRO;7;673,13;673,13;673,13;1.799,36;1.799,36;2;5;3;0;0;3;A;31/07/2026;28/07/2026;JLL02;A;600AA1;GM - Brasil;Não;Não;Ativo;1;
9;52157563;PARA-CHOQUE TRASEIRO;7;283,11;281,48;377,45;752,42;752,42;1;0;1;2;1;1;A;16/06/2026;31/07/2026;LOT11M;A;600CA1;GM - Brasil;Não;Não;Ativo;1;
9;52157591;BATENTE TAMPA;2;2,23;2,23;3,23;5,52;5,52;0;0;0;0;0;1;C;28/02/2026;12/02/2026;DD0255;C;110CC1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2021
9;52157606;TAMPA ABERTURA GRADE DIANT LD;10;20,80;21,10;27,14;47,49;47,49;7;12;6;4;6;5;A;14/07/2026;30/07/2026;CVA170;A;113GD1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2021, PRISMA - 2020 A 2021
9;52157607;TAMPA ABERTURA GRADE DIANT LE;14;16,51;16,68;22,19;37,54;37,54;8;11;8;5;7;4;A;08/07/2026;30/07/2026;CVA160;A;109DC1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2021, PRISMA - 2020 A 2021
9;52157782;CHICOTE SENSOR PROXIMIDADE TRAS;1;163,91;227,42;163,91;375,90;375,90;0;0;0;0;0;0;D;02/12/2025;02/12/2025;ZZ1145;D;108SH1;GM - Brasil;Não;Não;Ativo;1;
9;52157946;AMORTECEDOR DIANTEIRO DIREITO;5;400,88;505,40;479,18;863,99;863,99;0;0;0;0;0;0;D;14/07/2025;04/07/2025;JULU22;D;159DB1;GM - Brasil;Não;Não;Ativo;1;
9;52158363;EMBLEMA JOY TAMPA TRASEIRA;2;39,43;39,43;39,43;82,68;82,68;2;0;2;0;0;0;B;29/07/2026;22/07/2026;RA0724;B;107AG1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2020 A 2021, PRISMA - 2020 A 2021
9;52158741;APLIQUE DIANTEIRO;2;33,72;34,45;33,72;76,90;76,90;0;0;1;1;1;0;B;18/05/2026;08/05/2026;RA0572;B;111QK2;GM - Brasil;Sim;Sim;Ativo;1;
9;52158742;FITA DE POLICLORETO;2;34,46;27,39;27,39;76,90;76,90;0;2;0;1;0;1;B;26/06/2026;30/06/2026;CPGM02;B;111PD1;GM - Brasil;Sim;Sim;Ativo;1;
9;52158750;FITA DIANTEIRA;4;28,77;29,52;38,82;67,90;67,90;1;0;2;2;3;3;A;08/07/2026;28/07/2026;CVA160;A;113AD2;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2019 A 2021, PRISMA - 2019 A 2021
9;52158862;PALHETA LIMPADOR;2;31,96;42,20;42,20;78,05;78,05;0;1;0;0;0;0;B;31/03/2026;30/06/2026;NMA41;B;144CG1;GM - Brasil;Não;Não;Ativo;1;
9;52158971;LIAME PORTA;2;62,89;56,80;56,80;140,89;140,89;1;3;2;0;1;0;A;02/07/2026;29/07/2026;RA0676;A;109DG2;GM - Brasil;Não;Não;Ativo;1;
9;52159062;JOGO DE TAPETES;5;173,60;181,15;173,60;413,90;413,90;0;0;1;0;1;1;B;06/05/2026;23/05/2026;TPT182;B;147AG1;GM - Brasil;Não;Não;Ativo;1;
9;52159155;PARA-LAMA DIANTEIRO ESQUERDO;1;501,62;517,55;673,31;1.383,45;1.383,45;1;1;1;0;2;0;B;02/07/2026;13/07/2026;COPA02;B;900BB1;GM - Brasil;Não;Não;Ativo;1;
9;52159246;TRAVA PRIMARIA;1;215,16;215,16;215,16;398,78;398,78;0;1;1;0;1;0;B;09/07/2026;30/06/2026;DD0656;B;108PH1;GM - Brasil;Não;Não;Ativo;1;
9;52159359;PAINEL TRASEIRO;19;877,92;876,75;877,92;2.400,80;2.400,80;13;13;9;10;4;8;A;31/07/2026;03/08/2026;JLL07;A;163DA1;GM - Brasil;Não;Não;Ativo;1;PRISMA  - 2013 A 2016
9;52159595;LANTERNA TRASEIRA ESQUERDA;5;314,05;314,05;412,13;910,89;910,89;0;0;2;1;0;2;B;02/07/2026;25/05/2026;COPA43;B;151AA1;GM - Brasil;Não;Não;Ativo;1;
9;52159596;LANTERNA TRASEIRA DIREITA;4;351,91;351,91;458,61;1.013,93;1.013,93;1;0;1;1;0;3;B;09/07/2026;31/07/2026;COPA43;B;155PC1;GM - Brasil;Não;Não;Ativo;1;
9;52159765;ESTRUTURA EXTERIOR LE;2;2.395,70;2.395,70;2.395,70;6.403,95;6.403,95;0;1;0;2;0;0;B;16/07/2026;09/06/2026;COPA28;B;DEPOSITO A;GM - Brasil;Não;Não;Ativo;1;uma peça avariada
9;52159767;PAINEL LATERAL EXTERNO LE;6;2.475,88;2.475,88;3.160,00;6.618,29;6.618,29;0;2;2;1;2;1;A;02/07/2026;18/06/2026;COPA28;A;DEPOSITO A;GM - Brasil;Não;Não;Ativo;1;52159770 LD  modolo novo LT E LTZ
9;52160465;RADIADOR AR QUENTE;3;385,51;401,49;501,62;901,51;901,51;0;2;0;0;0;1;B;25/06/2026;15/06/2026;RA0674;B;108CD1;GM - Brasil;Não;Não;Ativo;1;
9;52160759;MACANETA CJ-EXT PTA/;2;56,24;45,48;45,48;141,83;141,83;0;1;0;2;0;1;B;03/03/2026;03/07/2026;CVA95;B;112AH1;GM - Brasil;Sim;Sim;Ativo;1;
9;52160780;MAÇANETA PORTA DIANTEIRA;2;33,61;33,61;45,94;84,94;84,94;0;0;0;0;0;0;D;18/12/2025;12/09/2025;RA1282;D;112QD1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2018 A 2018, PRISMA - 2018 A 2018
9;52161033;PARA-CHOQUE DIANTEIRO;6;464,44;618,05;464,44;1.234,54;1.234,54;4;1;3;3;3;0;A;10/06/2026;29/07/2026;LOT16M;A;400BA;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2021, PRISMA - 2020 A 2021
9;52161055;PARA-CHOQUE TRASEIRO;4;555,26;555,20;555,20;1.483,89;1.483,89;3;0;1;0;0;2;A;11/03/2026;29/07/2026;NMA01;A;600BB1;GM - Brasil;Não;Não;Ativo;1;
9;52161257;TRAVESSA DO RADIADOR;2;330,32;311,73;311,73;745,10;745,10;1;2;0;1;6;1;A;02/04/2026;31/07/2026;PDFX02;A;162DA1;GM - Brasil;Não;Não;Ativo;1;
9;52161873;COBERTURA DO PARACHO;7;670,39;669,93;670,39;1.790,81;1.790,81;3;4;3;1;2;1;A;31/07/2026;03/08/2026;JLL02;A;400BA;GM - Brasil;Não;Não;Ativo;1;PINTURA SEM SENSOR
9;52162180;MANGUEIRA CONDENS E COMPRESSOR AC;1;517,57;546,99;691,63;1.267,77;1.267,77;0;0;1;0;0;0;C;02/06/2026;11/05/2026;CVA04M;C;161JA1;GM - Brasil;Sim;Sim;Ativo;1;
9;52162471;AIRBAG VOLANTE DE DIREÇÃO;3;869,66;888,63;1.156,07;1.995,33;1.995,33;1;3;2;0;3;0;A;02/07/2026;17/07/2026;CVA162;A;152PC1;GM - Brasil;Não;Não;Ativo;1;
9;52162588;BARRA TRANSVERSAL RADIADOR;7;388,72;520,17;388,72;872,78;872,78;6;7;4;4;8;7;A;16/07/2026;31/07/2026;CVA162;A;162WA1;GM - Brasil;Não;Não;Ativo;1;
9;52162792;PORTA TRASEIRA DIREITA;1;2.084,10;1.992,74;1.992,74;5.622,87;5.622,87;0;0;0;2;2;0;B;07/05/2026;29/04/2026;ABRR57;B;199AA1;GM - Brasil;Não;Não;Ativo;1;
9;52163820;TAMPA PORTA-MALAS;2;1.242,95;1.242,34;1.242,95;3.320,89;3.320,89;1;1;1;1;1;0;B;31/07/2026;09/07/2026;JLL41;B;210BB;GM - Brasil;Não;Não;Ativo;1;52155082 CÓD NOVO
9;52165413;MOLDURA ABERTURA;2;275,02;275,02;444,19;633,21;633,21;0;1;2;0;1;1;B;03/07/2026;06/06/2026;COPA40;B;151PC1;GM - Brasil;Não;Não;Ativo;1;
9;52165414;INSERTO GRADE DIANTEIRA;3;195,54;183,04;237,84;421,88;421,88;0;1;2;0;1;0;B;03/07/2026;06/06/2026;COPA40;B;154AA1;GM - Brasil;Não;Não;Ativo;1;
9;52165475;GUARNIÇÃO PORTA ESQUERDA;3;205,58;207,87;205,58;488,60;488,60;1;1;0;1;1;2;A;30/07/2026;31/07/2026;JLL10;A;161BB1;GM - Brasil;Não;Não;Obsoleto;1;
9;52165476;GUARNIÇÃO PORTA LD;3;215,81;215,81;215,81;507,28;507,28;0;1;1;1;2;0;B;27/07/2026;17/06/2026;JLL10;B;160SC2;GM - Brasil;Não;Não;Ativo;1;
9;52165477;GUARNIÇÃO PORTA;1;257,03;362,22;335,12;604,19;604,19;1;1;0;0;2;0;B;28/07/2026;24/07/2026;JLL10;B;112TJ1;GM - Brasil;Não;Não;Ativo;1;
9;52165478;GUARNIÇÃO PORTA;1;229,24;223,36;229,24;525,03;525,03;0;0;0;1;1;1;B;30/07/2026;22/04/2026;JLL10;B;161QB1;GM - Brasil;Não;Não;Ativo;1;
9;52165532;LANTERNA TRASEIRA ESQUERDA;1;133,89;181,21;174,02;388,31;388,31;0;0;0;1;0;1;C;05/05/2026;22/04/2026;ABRR45;C;113DC1;GM - Brasil;Não;Não;Ativo;1;
9;52165562;COMPRESSOR AR CONDICIONADO;7;1.202,37;1.218,92;1.202,37;3.298,62;3.298,62;0;1;2;1;0;0;B;09/07/2026;15/06/2026;COPA43;B;153PB1;GM - Brasil;Sim;Sim;Ativo;1;
9;52165666;KNUCKLE-STRG;1;293,98;450,67;450,67;945,24;945,24;0;0;0;1;1;1;B;22/06/2026;30/04/2026;COPA15;B;151QA1;GM - Brasil;Não;Não;Ativo;1;
9;52165667;KNUCKLE-STRG;1;378,78;330,28;583,78;1.010,89;1.010,89;0;0;0;0;0;0;D;30/12/2025;16/12/2025;RA1288;D;151PB1;GM - Brasil;Não;Não;Ativo;1;
9;52166719;PAINEL TRASEIRO ASSOALHO TRASEIRO;1;239,17;381,68;359,23;639,30;639,30;0;0;2;2;1;1;A;11/06/2026;28/05/2026;MAL30;A;163DA1;GM - Brasil;Não;Não;Ativo;1;
9;52166720;PAINEL TRASEIRO ASSOALHO TRASEIRO;1;211,80;211,80;211,80;579,96;579,96;0;1;1;0;0;0;C;30/07/2026;16/06/2026;JLL07;C;163DA1;GM - Brasil;Não;Não;Ativo;1;
9;52166785;EMBLEMA TAMPA TRAS;1;50,90;76,07;76,07;99,90;99,90;0;0;0;0;1;1;C;15/04/2026;06/03/2026;AC0401;C;110PB1;GM - Brasil;Sim;Sim;Ativo;1;
9;52168165;SENSOR KIT-NIVL COMB;3;293,46;295,95;388,67;683,96;683,96;1;3;1;1;1;3;A;08/07/2026;24/07/2026;CVA161;A;106PK1;GM - Brasil;Sim;Sim;Ativo;1;
9;52168360;ALTO FALANTE CJ-PTA/;1;216,70;216,70;290,78;428,89;428,89;0;1;0;0;0;0;D;09/01/2026;11/06/2026;ADEZ02;D;1SALA I2;GM - Brasil;Sim;Sim;Reativado;1;
9;52168417;CAMERA CJ-VIS TRAS;1;389,97;389,97;389,97;1.180,00;1.180,00;0;4;8;1;8;2;A;28/07/2026;18/06/2026;NF 670632;A;1SALA I2;GM - Brasil;Não;Não;Ativo;1;
9;52168508;COBERTURA-INF P;1;500,00;0,00;500,00;0,00;0,00;0;0;0;0;0;0;D;;;;D;600DC1;GM - Brasil;Não;Não;Obsoleto;1;
9;52168511;COBERTURA DA ABERTUR;2;31,14;31,14;41,55;69,90;69,90;0;1;1;0;0;0;C;29/06/2026;11/06/2026;CVA151;C;111PD1;GM - Brasil;Não;Não;Ativo;1;
9;52168687;CALOTA DA RODA DE VE;19;208,43;271,67;264,49;555,89;555,89;4;5;0;4;6;11;A;07/05/2026;24/07/2026;ABRR50;A;160RA1;GM - Brasil;Não;Não;Ativo;1;
9;52168698;FORRO-PNL CX/RODA DI;1;346,76;346,76;430,61;780,47;780,47;1;1;1;0;0;0;B;10/07/2026;28/07/2026;CVA150;B;PARABA30;GM - Brasil;Não;Não;Ativo;1;
9;52169435;JOGO DE PASTILHAS DE FREIO;14;231,54;308,70;308,70;569,81;569,81;4;5;3;5;3;2;A;13/07/2026;18/07/2026;COPA43;A;144DD1;GM - Brasil;Não;Não;Ativo;1;ACDELCO 19314697 
9;52169509;INSERTO DA MOLDURA D;2;90,17;90,17;123,26;172,51;172,51;0;1;1;1;1;1;B;29/06/2026;16/06/2026;CVA150;B;113BJ1;GM - Brasil;Não;Não;Ativo;1;
9;52169510;INSERTO DA MOLDURA D;2;80,95;80,95;104,93;150,22;150,22;0;1;2;2;1;0;B;29/06/2026;03/07/2026;CVA151;B;106RL2;GM - Brasil;Não;Não;Ativo;1;
9;52169528;PROTETOR DE CARTER PARA CARROCERIA DE VEICULO;10;248,10;251,46;322,95;575,90;575,90;7;5;3;3;3;6;A;29/07/2026;31/07/2026;JLL37;A;162GA1;GM - Brasil;Não;Não;Ativo;1;REQUISITAR 4 PARAFUSO 11611334
9;52169681;FORRO CAÇAMBA;6;1.507,36;1.507,36;2.197,42;3.571,90;3.571,90;5;1;3;7;1;3;A;17/06/2026;22/07/2026;ALDS04;A;DEPOSITO C;GM - Brasil;Não;Não;Ativo;1;"Nova S10 Cabine Dupla (LS/LT/WT/Z71/LTZ)

"
9;52170723;PARA-CHOQUE DIANTEIRO;55;495,53;493,78;495,53;1.462,34;1.462,34;11;26;17;11;13;16;A;01/08/2026;03/08/2026;JLL40;A;CAIXA07;GM - Brasil;Não;Não;Ativo;1;
9;52170778;HEADLAMP ASM-FR;1;826,68;826,68;826,68;2.397,73;2.397,73;1;0;0;1;0;1;B;31/07/2026;21/07/2026;JLL39;B;BOX 22;GM - Brasil;Não;Não;Ativo;1;
9;52170779;HEADLAMP ASM-FR;34;763,75;777,68;763,75;2.397,73;2.397,73;3;13;10;1;17;17;A;09/07/2026;21/07/2026;COPA43;A;157AA1;GM - Brasil;Não;Não;Ativo;1;
9;52170929;COBERTURA-ABERT CIL;1;168,50;168,50;168,50;402,12;145,05;0;0;0;0;0;0;D;20/10/2025;21/10/2025;DD1045;D;111AD1;GM - Brasil;Não;Não;Ativo;1;
9;52171206;ESTRIBO PARA CARROCA;13;1.320,39;1.320,38;1.320,39;2.890,01;2.890,01;4;6;10;3;2;4;A;27/07/2026;30/07/2026;MARC01;A;162ZB3;GM - Brasil;Não;Não;Ativo;1;
9;52171845;CINTO DE SEGURANCA P;1;1.231,19;1.231,19;1.231,19;2.324,67;2.324,67;0;0;0;0;0;1;D;21/01/2026;26/02/2026;DD0120;D;154AB1;GM - Brasil;Não;Não;Ativo;1;
9;52171989;ISOLADOR DO TUNEL DO;9;21,28;25,87;25,90;73,07;73,07;1;0;0;0;0;0;D;27/01/2025;13/07/2026;RCALL2;D;113GG1;GM - Brasil;Não;Não;Ativo;1;
9;52172023;ABSORBER ASM-RR;10;434,28;582,19;582,19;1.120,86;1.120,86;3;1;2;0;0;0;A;24/01/2026;28/07/2026;NJN04;A;200CB1;GM - Brasil;Não;Não;Ativo;1;
9;52172113;TNT ADESIVADO;10;5,22;0,78;10,43;19,26;19,26;10;0;0;10;0;0;B;14/02/2025;13/07/2026;RCALL2;B;109GP1;GM - Brasil;Sim;Sim;Ativo;1;
9;52172416;BATTERY ASM-.;2;673,54;1.043,62;1.043,62;1.674,64;1.674,64;0;2;3;1;1;0;A;31/07/2026;26/06/2026;RA0723;A;197CA;GM - Brasil;Sim;Sim;Ativo;1;
9;52172417;BATTERY ASM-.;1;1.049,72;1.131,71;1.133,60;2.054,63;2.054,63;0;0;0;0;1;0;C;27/11/2025;06/03/2026;RA1187;C;197CB;GM - Brasil;Sim;Sim;Ativo;1;
9;52172552;MIRROR,O/S RR VIEW;1;323,52;323,52;323,52;871,25;871,25;0;0;0;0;0;0;D;07/01/2026;03/12/2025;PFMY05;D;151BC1;GM - Brasil;Não;Não;Ativo;1;
9;52172656;PEDAL ASM-BRK ;1;722,85;722,85;973,33;778,49;778,49;0;0;0;0;0;0;D;10/03/2026;11/12/2025;DXMY05;D;153SC1;GM - Brasil;Não;Não;Substituído;1;
9;52172706;PARA-BRISA CJ;3;744,01;750,46;744,01;1.627,52;1.627,52;0;0;1;0;3;1;B;23/04/2026;29/05/2026;CVA130;B;199AB1;GM - Brasil;Não;Não;Ativo;1;
9;52172766;WINDOW ASM-RR;2;933,46;938,16;933,46;2.111,55;2.111,55;2;0;1;0;1;1;B;30/07/2026;17/07/2026;RA0723;B;900CA1;GM - Brasil;Não;Não;Ativo;1;
9;52172973;FAROL CJ;31;1.359,24;1.836,09;1.778,06;3.970,06;3.970,06;6;11;8;10;14;9;A;09/07/2026;28/07/2026;COPA55;A;BOX 07;GM - Brasil;Não;Não;Ativo;1;
9;52172974;FAROL CJ;38;1.363,59;1.836,08;1.782,97;3.970,06;3.970,06;4;7;16;8;15;5;A;09/07/2026;28/07/2026;COPA43;A;BOX 12;GM - Brasil;Não;Não;Ativo;1;
9;52172977;FAROL CJ;24;874,90;875,19;874,90;2.538,42;2.538,42;12;10;7;6;11;5;A;29/07/2026;31/07/2026;COPA55;A;BOX 16;GM - Brasil;Não;Não;Ativo;1;
9;52172978;FAROL CJ;27;873,75;875,19;873,75;2.538,42;2.538,42;22;9;4;7;11;6;A;31/07/2026;30/07/2026;JLL38;A;BOX 01;GM - Brasil;Não;Não;Ativo;1;
9;52173312;TAPETE CJ-PNL ASS;17;173,40;165,16;215,23;389,90;389,90;26;12;11;19;24;17;A;08/05/2026;31/07/2026;NF CICAL;A;147AA1;GM - Brasil;Não;Não;Ativo;1;
9;52173313;MAT PKG,F/FLR;3;191,81;266,29;266,29;523,90;523,90;0;0;0;1;2;0;B;18/07/2025;30/04/2026;5TDFDH;B;148AL1;GM - Brasil;Sim;Sim;Ativo;1;
9;52173317;EMBLEMA DE PLASTICO;1;57,28;57,28;57,28;120,45;120,45;3;2;0;1;0;0;A;21/07/2026;27/07/2026;CVA170;A;109DJ1;GM - Brasil;Sim;Sim;Ativo;1;
9;52173373;HEADLAMP ASM-FR;11;1.170,08;1.090,84;1.170,08;3.163,89;3.163,89;4;3;4;3;1;5;A;30/07/2026;24/07/2026;JLL38;A;BOX 09;GM - Brasil;Não;Não;Ativo;1;
9;52173374;HEADLAMP ASM-FR;10;1.248,33;1.413,08;1.373,57;3.055,42;3.055,42;1;1;1;5;2;3;A;09/07/2026;14/07/2026;COPA55;A;BOX 06;GM - Brasil;Não;Não;Ativo;1;
9;52173793;COXIM CJ-MOT;23;220,77;220,65;216,96;569,48;569,48;24;22;14;13;7;14;A;13/07/2026;30/07/2026;COPA47;A;114AA;GM - Brasil;Não;Não;Ativo;1;NV 52175577
9;52173795;COXIM CJ-TRANS;7;424,95;567,82;403,35;954,18;954,18;12;9;7;11;2;3;A;20/07/2026;30/07/2026;CVA149;A;114AB;GM - Brasil;Não;Não;Ativo;1;
9;52173856;MODULO KIT-BBA/COMB;4;1.017,00;1.383,77;1.341,91;2.317,74;2.317,74;1;1;1;2;0;5;A;28/04/2026;06/07/2026;CVA133;A;155BB1;GM - Brasil;Não;Não;Ativo;1;
9;52173864;PANEL ASM-INST;8;1.958,28;2.629,62;2.629,62;4.404,44;4.404,44;1;1;3;2;2;5;A;03/07/2026;21/07/2026;CVA162;A;DEPOSIT BB;GM - Brasil;Não;Não;Ativo;1;
9;52173864;PANEL ASM-INST;8;1.958,28;2.629,62;2.629,62;4.404,44;4.404,44;1;1;3;2;2;5;A;03/07/2026;21/07/2026;CVA162;A;210BB;GM - Brasil;Não;Não;Ativo;1;
9;52173897;MANUAL IMPRESSO DE I;2;90,56;90,56;90,56;224,61;280,00;0;1;0;1;1;0;B;02/07/2026;23/06/2026;RA0677;B;112BH1;GM - Brasil;Sim;Sim;Ativo;1;
9;52174463;PAINEL CJ-TPA/T;2;1.125,26;1.502,75;1.502,75;2.998,77;2.998,77;4;5;4;2;0;5;A;05/06/2026;03/08/2026;MAL49;A;800CB1;GM - Brasil;Não;Não;Ativo;1;
9;52174537;MOLDURA-LNT NEB;3;44,31;44,32;44,31;96,61;96,61;0;1;1;0;1;0;B;13/07/2026;25/06/2026;CVA170;B;107DH1;GM - Brasil;Não;Não;Ativo;1;
9;52174538;MOLDURA-LNT NEB;2;50,06;50,06;64,94;109,15;109,15;0;0;0;0;1;0;C;02/06/2026;16/03/2026;CVA04M;C;107BG1;GM - Brasil;Não;Não;Ativo;1;
9;52174557;MOLDURA-LNT NEB;15;37,91;37,92;50,62;85,22;85,22;7;18;7;9;5;4;A;13/07/2026;27/07/2026;RA0680;A;150SB1;GM - Brasil;Não;Não;Ativo;1;
9;52174558;MOLDURA-LNT NEB;26;40,81;40,50;52,23;91,05;91,05;4;22;5;8;6;3;A;03/07/2026;21/07/2026;RA0677;A;144DA1;GM - Brasil;Não;Não;Ativo;1;
9;52175131;STEP ASM-ASST;2;1.079,87;1.452,28;1.452,28;2.761,94;2.761,94;0;1;0;0;0;2;B;14/04/2026;30/06/2026;NMA23;B;156DB1;GM - Brasil;Não;Não;Ativo;1;
9;52175132;STEP ASM-ASST;2;1.357,09;1.357,09;1.357,09;3.470,96;3.470,96;0;2;1;0;0;0;B;30/07/2026;30/06/2026;JLL24;B;156AB1;GM - Brasil;Não;Não;Ativo;1;
9;52175147;AXLE ASM-FRT;1;5.868,82;5.868,82;5.868,82;13.902,68;13.902,68;1;0;2;0;0;0;C;18/05/2026;18/05/2026;ZZ0533;C;198CA1;GM - Brasil;Não;Não;Ativo;1;
9;52175171;MOUNT,FRT SUSP STRUT;10;60,23;58,85;60,03;142,47;142,47;0;0;0;0;0;0;D;30/12/2024;08/10/2025;GIRO62;D;198PD;GM - Brasil;Não;Não;Ativo;1;
9;52175342;WEATHERSTRIP AS;5;341,31;352,53;341,31;763,63;763,63;0;1;2;1;2;2;A;02/07/2026;24/06/2026;CVA161;A;161JA1;GM - Brasil;Não;Não;Ativo;1;
9;52175343;WEATHERSTRIP AS;4;282,40;276,31;282,40;649,51;649,51;0;1;3;0;1;0;B;27/07/2026;22/06/2026;JLL10;B;161TB1;GM - Brasil;Não;Não;Ativo;1;
9;52175345;WEATHERSTRIP AS;1;300,05;411,03;400,90;665,08;665,08;1;0;0;0;0;1;C;25/03/2026;16/07/2026;CVA112;C;112DJ1;GM - Brasil;Não;Não;Ativo;1;
9;52175372;APARELHO ELETRICO DE;2;97,31;97,31;97,31;219,02;219,02;1;0;1;0;0;3;A;29/07/2026;15/07/2026;RA0722;A;109AB1;GM - Brasil;Não;Não;Ativo;1;
9;52175406;GUARNICAO CJ-PTA/LAT;3;120,85;161,78;120,85;296,68;296,68;0;4;2;0;0;0;C;16/12/2025;18/06/2026;DZZ13;C;160GB1;GM - Brasil;Não;Não;Ativo;1;
