Cod Empresa;Cod Item;Descricao;Qtde;C Cst Ctbil;F Cst For;Cst Cbil For;Pven Ic;Pven For;M1;M2;M3;M4;M5;M6;Curva;Ultima Compra;Ultima Venda;Pedido;Curva Portal;Locacao;Nome Fornecedor;Possui Pis;Possui Cofins;Status;Forn;Aplicacao
9;93348077;AMORTECEDOR DIANTEIRO;1;184,25;110,43;184,25;450,97;450,97;0;0;0;0;0;0;D;27/09/2023;26/08/2024;SBT35;D;159CC1;GM - Brasil;Não;Não;Ativo;1;S10 A - 1995 A 2011, BLAZER - 1996 A 2011
9;93349779;BRONZINA MANCAL BIELA;138;10,85;10,48;14,97;32,93;32,93;44;44;96;104;60;72;A;16/03/2026;30/07/2026;NMA08;A;110RH1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, TIGRA - 1998 A 2000
9;93351126;FECHADURA TAMPA TRASEIRA;2;85,56;129,21;116,24;216,07;216,07;0;0;0;0;0;0;D;24/02/2026;02/02/2026;CVA92;D;105PB1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016
9;93353848;TENSIONADOR CORREIA DENTADA;63;94,13;94,14;125,90;233,60;233,60;27;25;20;32;27;16;A;31/07/2026;01/08/2026;JLL17;A;197AD;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, KADETT - 1989 A 1998, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, OMEGA A - 1993 A 1998, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, S10 A - 1995 A 2011, S10 B - 2012 A 2020, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93361174;GUARDA-PÓ ALAVANCA;4;81,81;81,81;81,81;182,69;182,69;0;1;2;0;0;4;A;02/07/2026;17/06/2026;RA0676;A;112AD2;GM - Brasil;Não;Não;Ativo;1;
9;93361391;TUCHO BALANCIN ROLETADO;159;33,74;25,91;24,50;55,62;55,62;8;16;24;16;16;1;A;16/06/2023;21/07/2026;MZA11;A;113QB;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019
9;93361395;BALANCIM VÁLVULA ROLETADO;38;33,77;16,11;23,38;55,11;55,11;19;8;24;10;16;16;A;15/06/2023;31/07/2026;MZA11;A;198PA;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, S10 A - 1995 A 2011, S10 B - 2012 A 2020, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93361473;CORREIA ALTERNADOR 2.8 MWM 6PK1875;48;43,76;43,76;43,76;132,07;132,07;0;18;11;11;2;16;A;13/07/2026;30/06/2026;COPA53;A;108AH1;GM - Brasil;Sim;Sim;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;93363296;VELA DE IGNIÇÃO;115;13,23;19,88;18,64;36,80;36,80;29;68;48;36;80;72;A;07/04/2026;03/08/2026;NMA50;A;198AB1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019
9;93365303;DEFLETOR CALOR DIANTEIRO ESCAPAMENTO NOVO;23;65,23;91,81;89,35;219,68;219,68;5;4;0;1;22;10;A;16/06/2026;03/08/2026;NMA49;A;163PB4;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93366637;BUCHA BARRA ESTABILIZADORA DIANT;3;36,26;36,26;49,34;108,51;108,51;0;4;0;0;0;0;D;01/07/2025;17/06/2026;LTGO13;D;107CG3;GM - Brasil;Não;Não;Ativo;1;S10 A - 1995 A 2011
9;93371386;PARA-CHOQUE DIANTEIRO;1;459,56;459,56;589,22;1.228,45;1.228,45;1;0;3;1;0;0;B;28/07/2026;17/07/2026;JLL02;B;600AC1;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, ZAFIRA - 2001 A 2012
9;93373161;FILTRO AR CONDICIONADO;3;13,75;18,15;17,36;42,45;42,45;0;1;0;1;1;2;B;13/06/2026;05/06/2026;LOT11M;B;145AG1;GM - Brasil;Sim;Sim;Ativo;1;ASTRA B - 1999 A 2011, VECTRA C - 2006 A 2011
9;93373723;PARAFUSO TORX TENSOR CORREIA;39;6,44;5,53;8,60;16,08;16,08;13;19;28;6;9;18;A;02/07/2026;31/07/2026;CVA160;A;110CD3;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, SPIN - 2013 A 2020
9;93375903;TAMPA PORTINHOLA COMBUSTÍVEL;4;97,26;97,01;97,26;217,83;217,83;9;5;3;5;4;4;A;31/07/2026;30/07/2026;RA0728;A;151BA1;GM - Brasil;Não;Não;Ativo;1;CORSA B - 2002 A 2012, MONTANA A - 2004 A 2011
9;93376218;ALOJAMENTO EIXO COMANDO VÁLVULAS;1;607,75;607,75;774,96;1.364,64;1.364,64;1;2;1;2;0;1;A;16/06/2026;10/07/2026;RA0672;A;159BB1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93376337;CABEÇOTE DO MOTOR;14;1.629,31;2.185,47;2.156,62;4.621,43;4.621,43;2;1;5;6;1;7;A;13/07/2026;20/07/2026;COPA47;A;150QA1;GM - Brasil;Não;Não;Ativo;1;
9;93378054;PARA-LAMA DIANTEIRO DIREITO;1;446,01;446,01;446,01;1.192,23;1.192,23;0;0;0;0;1;0;C;24/07/2026;30/03/2026;COPA02;C;900PB;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93378430;PARA-CHOQUE DIANTEIRO;1;493,23;470,98;643,02;1.321,20;1.321,20;0;0;0;0;0;0;D;12/12/2025;04/07/2026;DZZ03;D;500BB1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93378434;PARA-CHOQUE TRASEIRO;2;379,36;379,36;379,36;1.014,07;1.014,07;0;2;0;0;0;1;B;01/08/2026;03/07/2026;JLL40;B;400AB;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93378437;PARA-BARRO DA RODA DIANTEIRA LE;1;122,29;122,29;146,37;323,81;323,81;0;2;2;1;0;0;B;30/07/2026;24/06/2026;JLL08;B;PARABA01;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93380242;RETENTOR VÁLVULA FRENAGEM;2;1,88;1,88;1,88;3,54;3,54;0;0;0;0;0;0;D;20/03/2025;30/05/2025;DD0341;D;112QG1;GM - Brasil;Sim;Sim;Ativo;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, S10 A - 1995 A 2011, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93381887;MANGUEIRA AR QUENTE;4;20,71;20,70;20,71;77,31;77,31;0;1;3;0;1;2;B;31/07/2026;30/06/2026;JLL46;B;109CA1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93382104;PARAFUSO DO CABEÇOTE;10;19,18;26,82;26,83;48,18;48,18;2;2;4;0;2;6;A;04/04/2026;30/07/2026;CVA129;A;107QH1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93382730;BOMBA DE ÓLEO;28;321,59;321,59;321,59;975,83;975,83;6;13;8;0;6;5;A;28/07/2026;01/08/2026;JLL21;A;112GG1;GM - Brasil;Não;Não;Ativo;1;Astra, Zafira 99/  Kadett 89-98  Monza 87-96  Omega 93-98  Blazer, S10 01/  Vectra 06/  Vectra 97-05
9;93383153;EMBLEMA TAMPA TRASEIRA;1;32,31;33,34;37,51;80,51;80,51;0;0;0;0;0;0;D;27/10/2025;28/10/2025;RA1004;D;108CG2;GM - Brasil;Sim;Sim;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93383312;PARACHOQUE DIANTEIRO;11;402,81;402,81;402,81;1.076,77;1.076,77;1;9;3;4;4;0;A;31/07/2026;30/07/2026;JLL02;A;600HA1;GM - Brasil;Não;Não;Ativo;1;VECTRA C - 2006 A 2011
9;93383625;TUBO DO COLETOR ADMISSÃO;15;19,07;26,25;19,07;67,57;67,57;14;14;7;8;8;9;A;27/07/2026;31/07/2026;JLL18;A;110SB3;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93384185;BUCHA ISOLADOR DO RESSONADOR;5;11,58;11,58;11,58;25,07;25,07;0;0;0;5;2;0;C;07/05/2026;07/04/2026;CVA138;C;110TG1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA B - 2002 A 2012, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012, SPIN - 2013 A 2020
9;93384469;SUPORTE GUIA PARA-CHOQUE DIANTEIRO LE;2;18,77;18,90;26,81;42,54;42,54;3;0;3;1;2;2;A;02/07/2026;29/07/2026;CVA160;A;107BA1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93384470;SUPORTE GUIA PARA-CHOQUE DIANTEIRO LD;1;18,33;18,33;27,07;42,54;42,54;2;1;1;1;1;0;A;16/07/2026;29/07/2026;RA0716;A;111AD3;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93388516;GUARNIÇÃO CARCAÇA;4;21,70;21,79;21,70;52,09;52,09;0;0;4;0;0;3;B;29/05/2026;20/05/2026;PDS04;B;106QG1;GM - Brasil;Sim;Sim;Ativo;1;ACD 10/20/40/VERANEIO/BONANZA S10 CAB SIMPLES S10 CAB ESTEND S10 CAB DUPLA BLAZER
9;93388997;ANEL BORRACHA VEDACAO TAMPA PORTINHOLA TANQUE;3;5,06;5,12;5,06;12,85;12,85;0;0;0;0;0;0;D;03/02/2026;08/01/2026;CVA75;D;106BC1;GM - Brasil;Sim;Sim;Ativo;1;CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017
9;93392886;PARAFUSO;3;7,80;7,80;9,04;16,75;16,75;1;1;0;1;0;1;B;;13/07/2026;;B;105PG1;GM - Brasil;Sim;Sim;Ativo;1;
9;93397790;JUNTA COLETOR ADMISSÃO;34;8,91;12,15;12,03;33,08;33,08;8;4;24;18;16;8;A;05/06/2026;22/07/2026;MAL54;A;109CK1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, SPIN - 2013 A 2020
9;93397793;VÁLVULA SOLENÓIDE CÂNISTER;6;93,95;91,09;93,95;442,24;442,24;2;4;3;3;2;2;A;27/07/2026;28/07/2026;JLL18;A;109AC2;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, BLAZER - 1996 A 2011, CELTA - 2001 A 2016, CORSA B - 2002 A 2012, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012, S10 A - 1995 A 2011, S10 B - 2012 A 2020, SPIN - 2013 A 2020, TRAILBLAZER - 2013 A 2020, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93398969;VIRABREQUIM MOTOR 1.0;368;648,03;602,38;845,09;2.019,80;2.019,80;67;31;109;104;90;97;A;28/04/2026;03/08/2026;ABRR11;A;125AA1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2009 A 2016, CORSA - 1994 A 2017, CORSA NOVO - 2002 A 2012, MERIVA - 2002 A 2012, MONTANA - 2004 A 2011, ONIX - 2013 A 2021, PRISMA - 2009 A 2012, PRISMA - 2013 A 2021
9;94215211;PRESILHA GRAMPO GRADE DIANTEIRA;106;4,37;4,39;5,02;9,21;9,21;0;31;64;15;55;26;A;13/07/2026;16/06/2026;CVA160;A;112CC2;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94221150;RETENTOR DE CAIXA DE RODA;5;1,32;1,32;1,32;10,50;10,50;10;6;7;0;4;0;A;29/07/2026;20/07/2026;RA0722;A;105AK2;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94509521;COBERTURA PARA-CHOQUE DIANTEIRO;2;350,98;350,98;428,37;938,21;938,21;1;1;1;1;1;1;A;26/06/2026;27/07/2026;LOT11M;A;600DC1;GM - Brasil;Não;Não;Ativo;1;CRUZE A  - 2012 A 2016
9;94537649;EMBLEMA DA GRADE DIANTEIRA;3;157,29;157,29;230,06;366,07;366,07;1;0;0;1;2;2;A;28/03/2026;22/07/2026;CVA118;A;111PC1;GM - Brasil;Sim;Sim;Ativo;1;SPIN - 2019 A 2021
9;94604482;LÂMPADA;6;9,34;9,53;8,52;15,09;15,09;0;2;1;3;0;0;A;25/06/2026;16/06/2026;;A;144QC2;GM - Brasil;Sim;Sim;Ativo;1;KADETT - 1989 A 1998, MONZA - 1982 A 1996, OPALA - 1969 A 1992, S10 A - 1995 A 2011
9;94615825;LÂMPADA;8;2,13;3,81;2,39;12,80;12,80;7;9;6;3;1;7;A;08/07/2026;29/07/2026;RA0677;A;144QC3;GM - Brasil;Sim;Sim;Ativo;1;ASTRA A - 1995 A 1996, BLAZER - 1996 A 2011, CALIBRA - 1994 A 1995, CAMINHOES - 1985 A 1996, CHEVETTE - 1973 A 1994, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, GMC - 1996 A 2002, GRAND BLAZER - 1997 A 2002, KADETT - 1989 A 1998, MONTANA A - 2004 A 2011, MONZA - 1982 A 1996, OMEGA A - 1993 A 1998, OPALA - 1969 A 1992, S10 A - 1995 A 2011, TIGRA - 1998 A 2000, UTILITARIOS - 1985 A 1996, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005
9;94702726;MOLDURA PARACHOQUE DIANTEIRO;6;291,67;293,35;291,67;658,68;658,68;0;4;0;1;1;1;A;14/07/2026;27/06/2026;CVA170;A;900GA;GM - Brasil;Não;Não;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;94703196;CALOTA CENTRAL;4;40,87;59,29;42,19;99,90;99,90;0;0;0;2;0;0;D;24/11/2025;20/04/2026;ACLC01;D;107SH1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, VECTRA C - 2006 A 2011
9;94705159;SUPORTE GUIA PARA-CHOQUE LE;2;33,13;38,66;38,66;74,39;74,39;0;0;1;1;2;0;B;26/05/2026;20/05/2026;RA0579;B;107GG2;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, MONTANA B - 2011 A 2020
9;94706450;EMBLEMA TAMPA TRASEIRA;9;62,93;87,36;84,37;134,24;134,24;4;7;3;3;4;3;A;02/07/2026;31/07/2026;CVA161;A;105RD1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020
9;94706508;FAROL LADO DIREITO;5;507,03;507,03;658,99;1.470,61;1.470,61;0;2;0;2;1;1;A;10/07/2026;07/07/2026;COPA38;A;BOX 03;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, MONTANA B - 2011 A 2020
9;94706509;FAROL DIANTEIRO ESQUERDO;4;506,61;680,13;658,56;1.470,61;1.470,61;2;1;0;1;1;2;A;09/07/2026;27/07/2026;COPA55;A;BOX 10;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, MONTANA B - 2011 A 2020
9;94706854;EMBLEMA TAMPA TRASEIRA;17;35,52;28,92;40,85;75,30;75,30;6;5;3;5;8;4;A;05/06/2026;03/08/2026;CVA16M;A;107CG1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012
9;94706867;CAPA ESPELHO RETROVISOR LE;1;102,69;102,69;93,00;284,12;284,12;0;0;0;0;0;0;D;10/11/2025;10/11/2025;CICAL COB..VENDA;D;111BL1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, MONTANA B - 2011 A 2020
9;94708088;PARA-CHOQUE TRASEIRO;2;327,32;327,46;327,32;875,31;875,31;0;2;0;1;0;0;B;01/08/2026;26/06/2026;JLL40;B;600DB1;GM - Brasil;Não;Não;Ativo;1;VECTRA C - 2006 A 2011
9;94708477;COIFA AMORTECEDOR DIANTEIRO;8;26,00;26,01;26,00;84,44;84,44;8;4;4;4;4;2;A;16/07/2026;01/08/2026;COPA55;A;111QJ1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94708484;BUCHA SUPERIOR AMORTECEDOR LE;25;23,25;31,14;32,21;74,86;74,86;13;0;6;9;21;4;A;09/07/2026;01/08/2026;COPA55;A;107GK1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94711956;ATUADOR HIDRÁULICO EMBREAGEM;6;291,46;391,58;391,58;700,76;700,76;2;0;0;0;0;0;C;13/09/2024;22/07/2026;7TB01;C;114AB;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020
9;94713409;CALOTINHA CENTRAL DAS RODAS;2;86,50;154,62;154,62;220,41;220,41;0;0;1;0;2;2;B;07/05/2026;03/06/2026;ABRR56;B;112DG1;GM - Brasil;Não;Não;Ativo;1;
9;94713812;CORREIA DO ALTERNADOR;1;63,82;63,20;88,01;188,47;188,47;0;0;0;0;1;1;C;14/10/2025;06/03/2026;OTT20;C;110CJ1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020
9;94713815;CAPA DA CORREIA DENTADA INTERNA;1;46,54;46,54;46,54;111,75;111,75;1;0;0;0;0;1;C;31/07/2026;17/07/2026;RA0724;C;160XC1;GM - Brasil;Não;Não;Ativo;1;S-10 - 2012 A 2016
9;94714575;DEFLETOR AR VENTILADOR RADIADOR;10;293,47;398,31;398,32;983,33;983,33;4;3;4;2;5;5;A;02/07/2026;08/07/2026;COPA43;A;900HA;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94716141;PARA-CHOQUE DIANTEIRO;6;309,78;309,78;309,78;828,07;828,07;9;1;2;2;3;4;A;28/07/2026;28/07/2026;JLL02;A;600AA1;GM - Brasil;Não;Não;Ativo;1;VECTRA C - 2006 A 2011
9;94716269;RADIADOR;10;1.482,46;1.973,31;1.924,43;4.244,87;4.244,87;1;1;4;1;3;2;A;08/07/2026;23/07/2026;COPA43;A;900GB;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94716493;PARABARRO DIANTEIRO ESQUERDO;65;61,42;65,52;61,42;147,90;147,90;27;32;26;50;33;34;A;28/07/2026;30/07/2026;JLL37;A;163BA1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94716494;LAMEIRO DIANTEIRO DIREITO;58;59,68;87,89;86,88;147,90;147,90;29;29;27;49;34;36;A;16/07/2026;31/07/2026;CPGM02;A;162RC1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94716502;EMBLEMA 1.4 TAMPA TRASEIRA;1;5,25;3,56;4,07;8,77;8,77;1;0;0;1;2;0;B;29/05/2026;27/07/2026;CVA02M;B;105QC1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012
9;94716728;EMBLEMA TAMPA TRASEIRA;1;50,91;50,91;76,67;103,57;103,57;0;0;1;0;0;1;C;02/06/2026;15/05/2026;CVA04M;C;107BG1;GM - Brasil;Sim;Sim;Ativo;1;CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017
9;94716756;CORREIA ALTERNADOR;1;52,64;52,64;52,64;106,90;106,90;1;0;1;1;0;0;B;30/07/2026;29/07/2026;DD0766;B;111PC2;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, MONTANA B - 2011 A 2020
9;94716850;EMBREAGEM VISCOSA VENTOINHA;1;516,90;516,90;516,90;990,15;990,15;0;0;0;0;0;0;D;16/07/2026;15/04/2024;DD0711;D;152BC1;GM - Brasil;Não;Não;Ativo;1;
9;94717080;BIELETA ESQUERDA;32;64,41;64,29;64,41;193,05;193,05;6;7;13;2;8;2;A;23/06/2026;29/07/2026;COPA05;A;110PA1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94717081;BIELETA DIANTEIRA DIREITO;19;64,29;64,29;87,46;193,05;193,05;5;4;5;2;6;1;A;23/06/2026;29/07/2026;COPA05;A;110DB1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;94717356;GARFO RÉ;1;62,32;53,61;79,43;155,25;27,17;0;0;0;0;0;0;D;06/11/2023;06/11/2023;NF846707BHZ;D;109DG2;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA - 1999 A 2011, CELTA - 2003 A 2016, COBALT - 2012 A 2013, CORSA - 2000 A 2017, CORSA NOVO - 2002 A 2012, MERIVA - 2002 A 2012, MONTANA - 2004 A 2011, MONTANA NOVA - 2011 A 2013, ONIX - 2013 A 2021, ONIX NOVO - 2020 A 2020, PRISMA - 2007 A 2012, PRISMA - 2013 A 2021, SPIN - 2013 A 2013, TIGRA - 1998 A 2000, VECTRA - 2004 A 2005, VECTRA - 2006 A 2010, ZAFIRA - 2001 A 2012
9;94717442;MOLDURA INFERIOR CROMADA DA GRADE;1;338,11;509,56;338,11;827,88;274,54;0;0;0;0;0;0;D;28/04/2025;16/04/2025;RIL43;D;151PA1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, MONTANA B - 2011 A 2020
9;94717479;GRADE PARA-CHOQUE LE;2;12,46;12,46;12,46;27,97;27,97;2;2;0;0;1;2;A;29/07/2026;20/07/2026;RA0724;A;110RG1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020
9;94717480;MOLDURA FAROL MILHA LD;3;12,46;12,47;12,46;27,97;27,97;5;2;1;1;2;1;A;29/07/2026;16/07/2026;RA0722;A;110QD1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020
9;94721503;MOLDURA FAROL NEBLINA DIANT ESQ;1;64,76;64,76;98,89;145,42;145,42;0;0;0;0;0;0;D;20/07/2026;17/01/2025;DD0732;D;160CA1;GM - Brasil;Não;Não;Ativo;1;MONTANA B - 2011 A 2020
